"Cycle_Index","Discharge_Capacity (Ah)"
"1809","0.945"
"1810","0.945"
"1811","0.945"
"1812","0.945"
"1813","0.945"
"1815","0.945"
"1816","0.945"
"1819","0.945"
"1820","0.945"
"1821","0.945"
"1822","0.945"
"1824","0.945"
"1825","0.945"
"1826","0.945"
"1827","0.944"
"1828","0.944"
"1829","0.944"
"1830","0.944"
"1831","0.944"
"1832","0.944"
"1833","0.944"
"1835","0.944"
"1836","0.944"
"1837","0.944"
"1838","0.944"
"1839","0.944"
"1840","0.944"
"1841","0.944"
"1842","0.943"
"1843","0.943"
"1844","0.943"
"1845","0.943"
"1846","0.943"
"1847","0.943"
"1848","0.943"
"1849","0.943"
"1850","0.943"
"1851","0.943"
"1852","0.943"
"1853","0.943"
"1854","0.943"
"1855","0.943"
"1856","0.943"
"1857","0.943"
"1858","0.943"
"1859","0.942"
"1860","0.942"
"1861","0.942"
"1862","0.942"
"1863","0.942"
"1864","0.942"
"1865","0.942"
"1866","0.942"
"1867","0.942"
"1868","0.942"
"1869","0.942"
"1871","0.942"
"1872","0.942"
"1873","0.942"
"1874","0.942"
"1875","0.941"
"1876","0.941"
"1877","0.941"
"1878","0.941"
"1879","0.941"
"1880","0.941"
"1881","0.941"
"1882","0.941"
"1883","0.94"
"1884","0.94"
"1885","0.94"
"1886","0.94"
"1887","0.94"
"1888","0.94"
"1889","0.94"
"1890","0.94"
"1891","0.94"
"1892","0.94"
"1893","0.94"
"1894","0.94"
"1895","0.94"
"1896","0.94"
"1897","0.94"
"1898","0.94"
"1899","0.94"
"1900","0.94"
"1902","0.939"
"1903","0.939"
"1904","0.939"
"1905","0.939"
"1906","0.939"
"1907","0.939"
"1908","0.939"
"1910","0.939"
"1911","0.939"
"1912","0.939"
"1913","0.939"
"1915","0.939"
"1916","0.939"
"1918","0.938"
"1919","0.938"
"1920","0.938"
"1922","0.938"
"1923","0.938"
"1924","0.938"
"1925","0.938"
"1926","0.938"
"1928","0.938"
"1930","0.938"
"1931","0.938"
"1932","0.938"
"1933","0.938"
"1934","0.938"
"1935","0.937"
"1936","0.937"
"1937","0.937"
"1938","0.937"
"1939","0.937"
"1940","0.937"
"1941","0.937"
"1942","0.937"
"1943","0.937"
"1944","0.937"
"1946","0.937"
"1947","0.937"
"1949","0.937"
"1950","0.937"
"1951","0.937"
"1952","0.937"
"1953","0.937"
"1954","0.936"
"1957","0.936"
"1958","0.936"
"1959","0.936"
"1960","0.936"
"1961","0.936"
"1962","0.936"
"1963","0.936"
"1965","0.936"
"1966","0.936"
"1967","0.936"
"1968","0.936"
"1969","0.936"
"1970","0.936"
"1971","0.936"
"1972","0.935"
"1973","0.935"
"1974","0.935"
"1975","0.935"
"1976","0.935"
"1977","0.935"
"1978","0.935"
"1979","0.935"
"1980","0.935"
"1981","0.935"
"1982","0.935"
"1983","0.935"
"1984","0.935"
"1985","0.935"
"1986","0.935"
"1987","0.934"
"1988","0.934"
"1989","0.934"
"1990","0.934"
"1991","0.934"
"1992","0.934"
"1993","0.934"
"1994","0.934"
"1995","0.934"
"1996","0.934"
"1997","0.934"
"1998","0.934"
"1999","0.934"
"2000","0.934"
"2001","0.934"
"2002","0.934"
"2003","0.934"
"2004","0.933"
"2005","0.933"
"2006","0.933"
"2007","0.933"
"2009","0.933"
"2010","0.933"
"2012","0.933"
"2013","0.933"
"2015","0.933"
"2016","0.933"
"2018","0.933"
"2019","0.933"
"2020","0.933"
"2021","0.933"
"2022","0.932"
"2023","0.932"
"2024","0.932"
"2025","0.932"
"2026","0.932"
"2027","0.932"
"2028","0.932"
"2030","0.932"
"2032","0.932"
"2033","0.932"
"2034","0.932"
"2035","0.932"
"2036","0.932"
"2037","0.932"
"2038","0.958"
"2039","0.958"
"2040","0.959"
"2042","0.971"
"2043","0.973"
"2044","0.974"
"2045","1.894"
"2046","0.947"
"2047","0.947"
"2048","0.947"
"2050","0.947"
"2051","0.947"
"2052","0.946"
"2053","0.946"
"2054","0.946"
"2056","0.946"
"2057","0.946"
"2058","0.945"
"2060","0.945"
"2061","0.945"
"2062","0.945"
"2063","0.945"
"2064","0.945"
"2065","0.944"
"2066","0.944"
"2067","0.944"
"2068","0.944"
"2069","0.944"
"2070","0.944"
"2071","0.944"
"2072","0.943"
"2073","0.943"
"2074","0.943"
"2076","0.943"
"2078","0.943"
"2079","0.943"
"2080","0.942"
"2081","0.942"
"2083","0.942"
"2084","0.941"
"2086","0.941"
"2087","0.941"
"2088","0.941"
"2089","0.941"
"2090","0.941"
"2091","0.941"
"2092","0.941"
"2094","0.94"
"2095","0.94"
"2096","0.94"
"2097","0.94"
"2098","0.94"
"2099","0.94"
"2100","0.94"
"2101","0.94"
"2102","0.941"
"2103","0.941"
"2106","0.941"
"2107","0.941"
"2108","0.941"
"2109","0.94"
"2110","0.94"
"2111","0.94"
"2112","0.94"
"2113","0.94"
"2114","0.94"
"2115","0.94"
"2116","0.94"
"2117","0.94"
"2118","0.939"
"2119","0.939"
"2120","0.939"
"2121","0.939"
"2122","0.939"
"2123","0.939"
"2126","0.939"
"2127","0.939"
"2128","0.939"
"2129","0.939"
"2130","0.938"
"2131","0.938"
"2132","0.938"
"2133","0.938"
"2134","0.938"
"2135","0.938"
"2136","0.938"
"2137","0.938"
"2138","0.938"
"2139","0.937"
"2140","0.937"
"2141","0.937"
"2142","0.937"
"2144","0.937"
"2145","0.937"
"2149","0.937"
"2150","0.936"
"2151","0.936"
"2152","0.936"
"2154","0.936"
"2155","0.936"
"2156","0.936"
"2157","0.936"
"2158","0.936"
"2159","0.935"
"2160","0.936"
"2161","0.936"
"2162","0.935"
"2163","0.935"
"2164","0.935"
"2165","0.935"
"2166","0.935"
"2167","0.935"
"2168","0.933"
"2169","0.935"
"2170","0.935"
"2171","0.935"
"2172","0.935"
"2173","0.934"
"2174","0.934"
"2176","0.934"
"2177","0.934"
"2178","0.934"
"2179","0.934"
"2180","0.934"
"2181","0.934"
"2182","0.933"
"2183","0.933"
"2184","0.933"
"2186","0.933"
"2187","0.933"
"2188","0.933"
"2189","0.933"
"2191","0.933"
"2192","0.933"
"2193","0.933"
"2194","0.932"
"2195","0.932"
"2196","0.932"
"2197","0.932"
"2198","0.932"
"2199","0.932"
"2200","0.932"
"2201","0.932"
"2202","0.932"
"2203","0.932"
"2204","0.931"
"2205","0.931"
"2206","0.931"
"2207","0.931"
"2208","0.931"
"2209","0.931"
"2210","0.931"
"2211","0.931"
"2212","0.931"
"2215","0.931"
"2216","0.931"
"2217","0.931"
"2218","0.931"
"2219","0.93"
"2220","0.93"
"2221","0.93"
"2222","0.93"
"2224","0.93"
"2225","0.93"
"2226","0.93"
"2227","0.93"
"2228","0.93"
"2229","0.929"
"2230","0.929"
"2232","0.929"
"2233","0.929"
"2234","0.929"
"2235","0.929"
"2236","0.929"
"2237","0.929"
"2238","0.929"
"2239","0.929"
"2240","0.929"
"2241","0.929"
"2242","0.928"
"2243","0.928"
"2244","0.928"
"2245","0.928"
"2246","0.928"
"2247","0.928"
"2248","0.928"
"2249","0.928"
"2250","0.928"
"2251","0.928"
"2252","0.928"
"2253","0.928"
"2254","0.928"
"2255","0.927"
"2256","0.927"
"2257","0.927"
"2259","0.927"
"2260","0.927"
"2261","0.927"
"2262","0.927"
"2263","0.927"
"2264","0.927"
"2265","0.927"
"2266","0.926"
"2267","0.927"
"2268","0.926"
"2269","0.926"
"2270","0.926"
"2271","0.926"
"2272","0.926"
"2273","0.926"
"2275","0.926"
"2276","0.926"
"2277","0.926"
"2278","0.925"
"2279","0.925"
"2281","0.925"
"2282","0.925"
"2283","0.925"
"2284","0.925"
"2285","0.925"
"2286","0.925"
"2288","0.925"
"2289","0.925"
"2290","0.924"
"2291","0.924"
"2292","0.924"
"2294","0.924"
"2296","0.924"
"2297","0.924"
"2298","0.924"
"2299","0.924"
"2300","0.924"
"2301","0.924"
"2302","0.923"
"2303","0.923"
"2304","0.923"
"2305","0.923"
"2306","0.923"
"2307","0.923"
"2308","0.923"
"2309","0.923"
"2311","0.923"
"2312","0.923"
"2313","0.923"
"2314","0.923"
"2315","0.922"
"2316","0.922"
"2317","0.922"
"2318","0.922"
"2319","0.922"
"2320","0.922"
"2321","0.922"
"2322","0.922"
"2323","0.922"
"2324","0.922"
"2325","0.922"
"2326","0.922"
"2327","0.921"
"2328","0.921"
"2329","0.921"
"2330","0.921"
"2331","0.921"
"2332","0.921"
"2333","0.921"
"2334","0.921"
"2335","0.921"
"2336","0.921"
"2337","0.921"
"2338","0.921"
"2339","0.921"
"2340","0.92"
"2341","0.92"
"2342","0.92"
"2343","0.92"
"2344","0.92"
"2345","0.92"
"2346","0.92"
"2348","0.92"
"2349","0.92"
"2351","0.92"
"2352","0.92"
"2353","0.92"
"2354","0.919"
"2355","0.919"
"2356","0.919"
"2357","0.919"
"2358","0.92"
"2359","0.92"
"2360","0.92"
"2361","0.92"
"2362","0.919"
"2363","0.919"
"2364","0.919"
"2365","0.92"
"2366","0.92"
"2367","0.92"
"2368","0.92"
"2369","0.92"
"2370","0.918"
"2371","0.918"
"2372","0.918"
"2373","0.918"
"2374","0.918"
"2375","0.918"
"2377","0.918"
"2378","0.918"
"2379","0.918"
"2380","0.917"
"2381","0.917"
"2382","0.917"
"2383","0.917"
"2384","0.917"
"2386","0.917"
"2387","0.917"
"2388","0.918"
"2390","0.917"
"2391","0.917"
"2392","0.917"
"2393","0.917"
"2394","0.917"
"2395","0.917"
"2396","0.917"
"2397","0.917"
"2398","0.916"
"2399","0.916"
"2401","0.916"
"2403","0.916"
"2404","0.916"
"2405","0.916"
"2406","0.916"
"2407","0.915"
"2408","0.916"
"2409","0.915"
"2410","0.915"
"2412","0.915"
"2413","0.915"
"2414","0.915"
"2415","0.915"
"2416","0.915"
"2417","0.915"
"2418","0.915"
"2419","0.915"
"2420","0.915"
"2421","0.915"
"2422","0.914"
"2423","0.914"
"2424","0.914"
"2425","0.914"
"2426","0.914"
"2427","0.914"
"2428","0.914"
"2429","0.914"
"2430","0.914"
"2432","0.914"
"2433","0.914"
"2434","0.914"
"2435","0.913"
"2436","0.913"
"2437","0.913"
"2438","0.913"
"2439","0.913"
"2440","0.913"
"2441","0.913"
"2442","0.913"
"2443","0.913"
"2444","0.913"
"2445","0.913"
"2446","0.913"
"2447","0.913"
"2448","0.913"
"2449","0.912"
"2450","0.912"
"2451","0.912"
"2452","0.912"
"2453","0.912"
"2454","0.912"
"2455","0.912"
"2456","0.912"
"2457","0.912"
"2458","0.912"
"2459","0.912"
"2460","0.912"
"2461","0.912"
"2462","0.912"
"2463","0.912"
"2465","0.911"
"2466","0.911"
"2468","0.911"
"2469","0.911"
"2470","0.911"
"2471","0.911"
"2472","0.911"
"2473","0.911"
"2475","0.911"
"2476","0.911"
"2478","0.91"
"2480","0.91"
"2481","0.91"
"2482","0.91"
"2483","0.91"
"2484","0.91"
"2485","0.91"
"2486","0.91"
"2487","0.91"
"2488","0.91"
"2489","0.91"
"2490","0.91"
"2491","0.91"
"2492","0.909"
"2493","0.909"
"2494","0.909"
"2495","0.909"
"2496","0.909"
"2497","0.909"
"2498","0.909"
"2499","0.909"
"2500","0.909"
"2501","0.909"
"2502","0.909"
"2503","0.909"
"2504","0.909"
"2506","0.908"
"2507","0.908"
"2508","0.908"
"2509","0.908"
"2510","0.908"
"2511","0.908"
"2512","0.908"
"2514","0.908"
"2515","0.908"
"2516","0.908"
"2517","0.908"
"2518","0.908"
"2519","0.907"
"2520","0.907"
"2521","0.907"
"2522","0.907"
"2523","0.907"
"2524","0.907"
"2525","0.907"
"2526","0.907"
"2527","0.907"
"2528","0.907"
"2529","0.907"
"2530","0.907"
"2531","0.907"
"2532","0.907"
"2533","0.906"
"2534","0.906"
"2535","0.906"
"2536","0.906"
"2537","0.906"
"2538","0.906"
"2539","0.906"
"2540","0.906"
"2541","0.906"
"2542","0.906"
"2543","0.906"
"2544","0.906"
"2545","0.906"
"2546","0.905"
"2547","0.905"
"2548","0.905"
"2549","0.905"
"2550","0.905"
"2551","0.905"
"2552","0.905"
"2553","0.905"
"2554","0.905"
"2556","0.905"
"2557","0.905"
"2558","0.905"
"2559","0.905"
"2560","0.905"
"2561","0.905"
"2562","0.905"
"2563","0.904"
"2564","0.905"
"2565","0.905"
"2566","0.905"
"2567","0.905"
"2568","0.905"
"2569","0.904"
"2570","0.904"
"2571","0.904"
"2572","0.904"
"2573","0.904"
"2574","0.904"
"2576","0.904"
"2578","0.904"
"2580","0.904"
"2581","0.904"
"2582","0.903"
"2583","0.903"
"2584","0.903"
"2585","0.903"
"2586","0.903"
"2587","0.903"
"2588","0.903"
"2589","0.903"
"2590","0.903"
"2591","0.903"
"2592","0.903"
"2593","0.903"
"2594","0.903"
"2595","0.902"
"2596","0.902"
"2597","0.902"
"2598","0.902"
"2600","0.902"
"2601","0.902"
"2602","0.902"
"2603","0.902"
"2604","0.902"
"2605","0.902"
"2606","0.902"
"2607","0.902"
"2608","0.901"
"2609","0.901"
"2613","0.901"
"2614","0.901"
"2615","0.901"
"2616","0.901"
"2618","0.901"
"2619","0.901"
"2620","0.901"
"2621","0.901"
"2622","0.9"
"2623","0.9"
"2624","0.9"
"2625","0.9"
"2626","0.9"
"2627","0.9"
"2628","0.9"
"2629","0.9"
"2630","0.9"
"2631","0.9"
"2632","0.9"
"2633","0.9"
"2634","0.9"
"2635","0.9"
"2636","0.9"
"2637","0.9"
"2638","0.9"
"2639","0.899"
"2640","0.899"
"2641","0.899"
"2642","0.899"
"2643","0.899"
"2644","0.899"
"2645","0.899"
"2646","0.899"
"2647","0.899"
"2648","0.899"
"2649","0.899"
"2650","0.899"
"2652","0.899"
"2653","0.899"
"2654","0.899"
"2655","0.898"
"2657","0.898"
"2658","0.898"
"2659","0.898"
"2660","0.898"
"2661","0.898"
"2662","0.898"
"2663","0.898"
"2664","0.898"
"2665","0.898"
"2666","0.898"
"2667","0.898"
"2668","0.897"
"2669","0.897"
"2672","0.897"
"2673","0.897"
"2675","0.897"
"2677","0.897"
"2678","0.897"
"2679","0.897"
"2680","0.897"
"2681","0.897"
"2682","0.896"
"2684","0.896"
"2685","0.896"
"2686","0.896"
"2687","0.896"
"2689","0.896"
"2690","0.896"
"2691","0.895"
"2692","0.895"
"2693","0.896"
"2695","0.895"
"2696","0.895"
"2697","0.895"
"2698","0.895"
"2699","0.895"
"2700","0.895"
"2701","0.895"
"2702","0.895"
"2703","0.895"
"2704","0.895"
"2705","0.895"
"2706","0.895"
"2707","0.894"
"2708","0.894"
"2709","0.894"
"2710","0.894"
"2711","0.894"
"2712","0.894"
"2713","0.894"
"2714","0.894"
"2715","0.894"
"2716","0.894"
"2717","0.894"
"2718","0.893"
"2719","0.894"
"2720","0.893"
"2721","0.894"
"2722","0.893"
"2723","0.893"
"2724","0.893"
"2725","0.893"
"2726","0.893"
"2727","0.893"
"2728","0.893"
"2729","0.893"
"2730","0.893"
"2731","0.893"
"2732","0.892"
"2733","0.892"
"2734","0.892"
"2736","0.892"
"2737","0.892"
"2738","0.892"
"2739","0.892"
"2740","0.892"
"2741","0.892"
"2742","0.892"
"2743","0.892"
"2744","0.891"
"2745","0.891"
"2746","0.891"
"2747","0.891"
"2748","0.891"
"2749","0.891"
"2750","0.891"
"2751","0.891"
"2752","0.891"
"2753","0.891"
"2754","0.891"
"2755","0.891"
"2756","0.891"
"2757","0.891"
"2761","0.89"
"2762","0.89"
"2763","0.89"
"2765","0.89"
"2766","0.89"
"2767","0.89"
"2768","0.89"
"2769","0.89"
"2770","0.89"
"2771","0.89"
"2772","0.89"
"2773","0.89"
"2774","0.889"
"2776","0.889"
"2777","0.889"
"2778","0.889"
"2779","0.889"
"2780","0.889"
"2781","0.889"
"2782","0.889"
"2783","0.889"
"2784","0.889"
"2785","0.888"
"2788","0.888"
"2789","0.888"
"2790","0.888"
"2791","0.888"
"2792","0.888"
"2793","0.888"
"2794","0.888"
"2795","0.888"
"2796","0.888"
"2797","0.888"
"2798","0.888"
"2799","0.888"
"2800","0.887"
"2801","0.888"
"2802","0.887"
"2803","0.888"
"2804","0.888"
"2805","0.888"
"2806","0.887"
"2808","0.888"
"2809","0.887"
"2810","0.887"
"2811","0.887"
"2812","0.888"
"2813","0.888"
"2814","0.887"
"2815","0.887"
"2816","0.887"
"2817","0.887"
"2818","0.887"
"2819","0.887"
"2820","0.887"
"2821","0.887"
"2822","0.887"
"2823","0.887"
"2824","0.886"
"2825","0.886"
"2826","0.886"
"2827","0.886"
"2828","0.886"
"2829","0.886"
"2830","0.886"
"2831","0.886"
"2832","0.886"
"2833","0.886"
"2834","0.886"
"2835","0.886"
"2836","0.885"
"2837","0.885"
"2838","0.885"
"2839","0.885"
"2841","0.885"
"2842","0.885"
"2843","0.885"
"2844","0.885"
"2845","0.885"
"2846","0.885"
"2847","0.885"
"2848","0.885"
"2849","0.884"
"2850","0.884"
"2851","0.884"
"2853","0.884"
"2855","0.884"
"2856","0.884"
"2857","0.884"
"2858","0.885"
"2859","0.884"
"2860","0.884"
"2861","0.883"
"2862","0.883"
"2863","0.883"
"2865","0.883"
"2866","0.883"
"2867","0.883"
"2868","0.883"
"2869","0.883"
"2871","0.883"
"2872","0.883"
"2873","0.883"
"2874","0.882"
"2875","0.882"
"2876","0.882"
"2877","0.882"
"2878","0.882"
"2880","0.882"
"2881","0.882"
"2882","0.882"
"2883","0.882"
"2884","0.882"
"2886","0.882"
"2887","0.882"
"2888","0.881"
"2889","0.881"
"2890","0.881"
"2891","0.881"
"2892","0.881"
"2893","0.881"
"2894","0.881"
"2895","0.881"
"2896","0.881"
"2897","0.881"
"2898","0.881"
"2899","0.881"
"2901","0.881"
"2902","0.88"
"2904","0.88"
"2905","0.88"
"2906","0.88"
"2907","0.88"
"2908","0.88"
"2909","0.88"
"2910","0.88"
"2911","0.88"
"2912","0.88"
"2915","0.88"
"2916","0.88"
"2917","0.879"
"2918","0.879"
"2919","0.879"
"2920","0.879"
"2921","0.879"
"2922","0.879"
"2923","0.879"
"2924","0.879"
"2925","0.879"
"2926","0.879"
"2927","0.879"
"2928","0.879"
"2929","0.879"
"2930","0.879"
"2931","0.879"
"2932","0.878"
"2933","0.878"
"2935","0.878"
"2936","0.878"
"2937","0.878"
"2938","0.878"
"2939","0.878"
"2940","0.878"
"2941","0.878"
"2942","0.878"
"2943","0.878"
"2944","0.878"
"2945","0.878"
"2947","0.878"
"2948","0.877"
"2949","0.877"
"2950","0.877"
"2951","0.877"
"2952","0.877"
"2953","0.877"
"2954","0.877"
"2955","0.877"
"2957","0.877"
"2958","0.877"
"2959","0.877"
"2960","0.877"
"2962","0.876"
"2963","0.876"
"2964","0.876"
"2966","0.876"
"2967","0.876"
"2969","0.876"
"2971","0.876"
"2972","0.876"
"2973","0.875"
"2975","0.876"
"2976","0.875"
"2977","0.875"
"2978","0.875"
"2979","0.875"
"2980","0.875"
"2981","0.875"
"2983","0.875"
"2984","0.875"
"2985","0.875"
"2986","0.875"
"2987","0.875"
"2988","0.874"
"2989","0.874"
"2991","0.874"
"2992","0.874"
"2993","0.874"
"2994","0.874"
"2995","0.874"
"2996","0.874"
"2997","0.874"
"2998","0.874"
"2999","0.874"
"3000","0.874"
"3001","0.873"
"3002","0.873"
"3003","0.873"
"3004","0.873"
"3005","0.873"
"3006","0.873"
"3006","0.873"
"3007","0.873"
"3009","0.873"
"3010","0.873"
"3011","0.873"
"3012","0.873"
"3013","0.873"
"3014","0.872"
"3015","0.872"
"3016","0.872"
"3017","0.872"
"3018","0.872"
"3019","0.872"
"3020","0.872"
"3021","0.872"
"3022","0.872"
"3023","0.872"
"3025","0.872"
"3026","0.872"
"3027","0.872"
"3028","0.872"
"3029","0.871"
"3030","0.871"
"3031","0.871"
"3032","0.871"
"3033","0.871"
"3034","0.871"
"3035","0.871"
"3036","0.871"
"3037","0.871"
"3038","0.871"
"3039","0.871"
"3040","0.871"
"3041","0.87"
"3042","0.871"
"3043","0.871"
"3044","0.91"
"3045","0.91"
"3046","0.911"
"3047","0"
"3048","0"
"3049","0.921"
"3050","0.923"
"3051","0.923"
"3052","1.765"
"3053","0.882"
"3054","0.882"
"3055","0.881"
"3056","0.881"
"3057","0.881"
"3058","0.88"
"3059","0.88"
"3060","0.879"
"3061","0.879"
"3062","0.879"
"3064","0.878"
"3065","0.878"
"3066","0.878"
"3067","0.877"
"3068","0.877"
"3069","0.877"
"3070","0.877"
"3072","0.876"
"3073","0.876"
"3074","0.876"
"3075","0.876"
"3076","0.875"
"3077","0.875"
"3078","0.875"
"3079","0.875"
"3080","0.875"
"3081","0.874"
"3082","0.874"
"3084","0.874"
"3086","0.873"
"3087","0.873"
"3088","0.873"
"3089","0.873"
"3090","0.873"
"3091","0.873"
"3092","0.873"
"3093","0.872"
"3094","0.872"
"3095","0.872"
"3096","0.872"
"3097","0.872"
"3098","0.872"
"3099","0.872"
"3100","0.871"
"3101","0.871"
"3102","0.871"
"3103","0.871"
"3104","0.871"
"3105","0.871"
"3106","0.87"
"3107","0.87"
"3108","0.87"
"3109","0.87"
"3110","0.87"
"3111","0.87"
"3112","0.869"
"3113","0.87"
"3114","0.87"
"3115","0.869"
"3116","0.869"
"3117","0.869"
"3118","0.869"
"3119","0.869"
"3120","0.869"
"3121","0.869"
"3122","0.868"
"3123","0.869"
"3124","0.868"
"3126","0.868"
"3127","0.868"
"3128","0.868"
"3129","0.868"
"3130","0.868"
"3131","0.868"
"3132","0.868"
"3133","0.868"
"3134","0.868"
"3135","0.868"
"3136","0.868"
"3137","0.868"
"3138","0.867"
"3139","0.867"
"3140","0.867"
"3141","0.867"
"3142","0.867"
"3143","0.867"
"3144","0.867"
"3146","0.867"
"3147","0.866"
"3148","0.866"
"3150","0.866"
"3151","0.866"
"3152","0.866"
"3153","0.866"
"3155","0.866"
"3156","0.865"
"3157","0.866"
"3158","0.866"
"3159","0.866"
"3160","0.865"
"3161","0.865"
"3162","0.865"
"3163","0.865"
"3164","0.865"
"3165","0.865"
"3167","0.865"
"3168","0.865"
"3169","0.865"
"3170","0.865"
"3171","0.862"
"3172","0.862"
"3173","0.862"
"3174","0.862"
"3175","0.862"
"3176","0.862"
"3177","0.862"
"3178","0.862"
"3179","0.862"
"3181","0.862"
"3182","0.862"
"3183","0.862"
"3184","0.862"
"3186","0.862"
"3187","0.861"
"3188","0.861"
"3189","0.861"
"3190","0.861"
"3191","0.861"
"3192","0.861"
"3193","0.861"
"3194","0.861"
"3195","0.861"
"3196","0.861"
"3197","0.861"
"3198","0.861"
"3199","0.861"
"3200","0.86"
"3201","0.86"
"3202","0.86"
"3204","0.86"
"3205","0.86"
"3207","0.86"
"3209","0.86"
"3210","0.86"
"3211","0.86"
"3212","0.86"
"3213","0.859"
"3214","0.859"
"3215","0.859"
"3216","0.859"
"3217","0.859"
"3218","0.859"
"3220","0.859"
"3221","0.859"
"3222","0.859"
"3223","0.859"
"3224","0.859"
"3225","0.859"
"3226","0.859"
"3227","0.859"
"3228","0.859"
"3229","0.859"
"3230","0.858"
"3231","0.858"
"3232","0.859"
"3233","0.858"
"3234","0.858"
"3235","0.858"
"3236","0.858"
"3238","0.858"
"3239","0.858"
"3240","0.858"
"3241","0.858"
"3243","0.858"
"3244","0.858"
"3245","0.858"
"3246","0.857"
"3247","0.857"
"3249","0.857"
"3250","0.857"
"3252","0.857"
"3253","0.857"
"3254","0.857"
"3255","0.857"
"3257","0.857"
"3258","0.856"
"3259","0.857"
"3260","0.857"
"3261","0.856"
"3262","0.856"
"3263","0.856"
"3264","0.856"
"3265","0.856"
"3266","0.856"
"3267","0.856"
"3268","0.856"
"3269","0.856"
"3270","0.856"
"3271","0.856"
"3272","0.856"
"3273","0.855"
"3274","0.855"
"3275","0.855"
"3276","0.855"
"3277","0.855"
"3278","0.855"
"3279","0.855"
"3281","0.855"
"3283","0.855"
"3285","0.854"
"3286","0.854"
"3287","0.854"
"3288","0.854"
"3289","0.854"
"3290","0.854"
"3291","0.854"
"3292","0.854"
"3293","0.854"
"3294","0.854"
"3297","0.853"
"3298","0.854"
"3300","0.853"
"3301","0.853"
"3302","0.853"
"3303","0.853"
"3304","0.853"
"3305","0.853"
"3306","0.853"
"3307","0.853"
"3308","0.852"
"3309","0.853"
"3310","0.853"
"3311","0.853"
"3312","0.853"
"3313","0.852"
"3314","0.852"
"3315","0.853"
"3316","0.852"
"3319","0.852"
"3320","0.852"
"3321","0.852"
"3322","0.852"
"3323","0.852"
"3324","0.852"
"3325","0.852"
"3326","0.852"
"3327","0.852"
"3328","0.851"
"3329","0.851"
"3330","0.851"
"3331","0.851"
"3332","0.851"
"3333","0.851"
"3334","0.851"
"3335","0.85"
"3336","0.851"
"3337","0.851"
"3338","0.85"
"3339","0.85"
"3340","0.85"
"3341","0.85"
"3342","0.85"
"3343","0.85"
"3344","0.85"
"3347","0.85"
"3348","0.85"
"3349","0.85"
"3350","0.85"
"3351","0.849"
"3352","0.85"
"3353","0.849"
"3354","0.849"
"3355","0.849"
"3356","0.849"
"3357","0.849"
"3358","0.849"
"3359","0.849"
"3360","0.849"
"3361","0.849"
"3362","0.849"
"3364","0.848"
"3366","0.848"
"3367","0.848"
"3368","0.848"
"3369","0.848"
"3370","0.848"
"3371","0.848"
"3372","0.848"
"3373","0.848"
"3374","0.848"
"3375","0.848"
"3376","0.848"
"3378","0.847"
"3379","0.848"
"3380","0.847"
"3382","0.847"
"3384","0.847"
"3385","0.847"
"3387","0.846"
"3388","0.846"
"3389","0.846"
"3391","0.846"
"3392","0.846"
"3393","0.846"
"3394","0.846"
"3395","0.846"
"3396","0.846"
"3397","0.846"
"3398","0.846"
"3399","0.846"
"3401","0.845"
"3402","0.845"
"3404","0.845"
"3405","0.845"
"3406","0.845"
"3407","0.845"
"3408","0.845"
"3409","0.845"
"3410","0.845"
"3411","0.845"
"3415","0.844"
"3416","0.844"
"3417","0.844"
"3418","0.844"
"3419","0.844"
"3420","0.844"
"3421","0.844"
"3423","0.844"
"3424","0.844"
"3425","0.843"
"3426","0.843"
"3427","0.843"
"3428","0.843"
"3430","0.843"
"3431","0.843"
"3432","0.843"
"3433","0.843"
"3434","0.843"
"3436","0.843"
"3437","0.843"
"3438","0.842"
"3439","0.842"
"3441","0.842"
"3442","0.842"
"3443","0.842"
"3444","0.842"
"3445","0.842"
"3446","0.842"
"3447","0.842"
"3448","0.842"
"3449","0.842"
"3450","0.842"
"3451","0.841"
"3452","0.841"
"3453","0.841"
"3454","0.841"
"3455","0.841"
"3456","0.841"
"3457","0.841"
"3458","0.841"
"3459","0.841"
"3460","0.841"
"3461","0.841"
"3462","0.841"
"3463","0.84"
"3464","0.84"
"3465","0.84"
"3466","0.84"
"3467","0.84"
"3469","0.84"
"3471","0.84"
"3473","0.84"
"3474","0.84"
"3475","0.84"
"3476","0.839"
"3477","0.839"
"3478","0.839"
"3479","0.839"
"3480","0.839"
"3481","0.839"
"3482","0.839"
"3483","0.839"
"3484","0.839"
"3485","0.839"
"3487","0.838"
"3489","0.838"
"3490","0.838"
"3491","0.839"
"3492","0.838"
"3494","0.838"
"3496","0.838"
"3497","0.838"
"3498","0.838"
"3499","0.838"
"3500","0.838"
"3501","0.838"
"3502","0.838"
"3503","0.837"
"3504","0.838"
"3505","0.837"
"3506","0.837"
"3507","0.837"
"3508","0.837"
"3509","0.837"
"3510","0.837"
"3511","0.837"
"3512","0.837"
"3513","0.836"
"3514","0.837"
"3515","0.837"
"3516","0.837"
"3517","0.837"
"3518","0.836"
"3519","0.836"
"3520","0.836"
"3521","0.836"
"3522","0.836"
"3523","0.836"
"3524","0.836"
"3525","0.836"
"3526","0.836"
"3527","0.836"
"3528","0.835"
"3529","0.835"
"3530","0.835"
"3531","0.835"
"3532","0.835"
"3534","0.835"
"3535","0.835"
"3536","0.835"
